,pl_name,pl_orbper,pl_orbsmax,pl_radj,st_teff,pl_eqt,pl_radius_earth,mass_me,radius_re,flux_se,tsurf_k,period_days,distance_ly,age_gy,distances_from_Earth,distances_from_Kepler-442 b,distances_from_Kepler-62 f,distances_from_TOI-715 b,distances_from_LP 890-9 c,distances_from_TOI-700 e,distances_from_K2-3 d,distances_from_Kepler-296 e,distances_from_Kepler-186 f,distances_from_Kepler-1229 b,distances_from_K2-72 e,distances_from_TRAPPIST-1 e,distances_from_TOI-700 d,distances_from_Kepler-1652 b,distances_from_Kepler-1649 c,distances_from_TRAPPIST-1 f,distances_from_TRAPPIST-1 g,distances_from_TRAPPIST-1 d,distances_from_Kepler-452 b,distances_from_Kepler-1606 b,distances_from_Kepler-1638 b,distances_from_Kepler-22 b,distances_from_Kepler-443 b,distances_from_Kepler-174 d,distances_from_Kepler-283 c,distances_from_Kepler-1701 b,distances_from_Kepler-1544 b,distances_from_Kepler-440 b,distances_from_Kepler-62 e,distances_from_Kepler-1540 b,distances_from_Kepler-1653 b,distances_from_Kepler-1410 b,distances_from_TOI-2257 b,distances_from_K2-288 B b,distances_from_K2-332 b,distances_from_Kepler-155 c,distances_from_Kepler-705 b,distances_from_K2-18 b,distances_from_LHS 1140 b,distances_from_Kepler-296 f,distances_from_TOI-904 c,distances_from_K2-9 b,distances_from_Ross 128 b,distances_from_GJ 273 b,distances_from_GJ 667 C e,distances_from_GJ 667 C f,distances_from_Wolf 1069 b,distances_from_Proxima Cen b,distances_from_GJ 1002 c,distances_from_GJ 1002 b,distances_from_GJ 1061 c,distances_from_GJ 1061 d,distances_from_Teegarden's Star b,distances_from_Teegarden's Star c,distances_from_HD 40307 g,distances_from_HD 216520 c,distances_from_HIP 38594 b,distances_from_GJ 180 c,distances_from_GJ 3293 d,distances_from_Wolf 1061 c,distances_from_GJ 367 d,distances_from_GJ 357 d,distances_from_GJ 682 b,distances_from_HN Lib b,distances_from_Ross 508 b,distances_from_GJ 667 C c,distances_from_GJ 229 A c,distances_from_GJ 433 d,distances_from_GJ 163 c,distances_from_GJ 180 d,distances_from_GJ 514 b
29,Kepler-1540 b,106.23688,0.21087,0.22733,4469.66667,613.33333,2.54667,6.76,2.49,0.776206331,270.0348497,125.4131177,798.9517376,2.51,1613.517337192126,398.3974424284395,579.1486221951034,1594.9757361064862,1801.1253410940894,1228.0500831575173,692.1409461392776,360.1839913378256,692.8755950763021,750.0317121103897,1213.9140315023574,1041.6570099918977,1226.7562972546666,272.21493494297175,1507.4445617099695,1042.5073026067435,1396.4396881584642,1393.2114293033371,1614.885763388981,2148.618946665043,4362.849610454371,1147.740546399747,1843.87584757806,558.3171199896336,742.979699997087,1327.5933271426773,466.6640030933491,525.4245410515246,518.1862918130566,8.631674575031098e-05,1771.1909885516727,630.9924506256963,1259.8557058162958,607.1633391589519,585.0668188117694,249.60825228156534,821.2838616744397,1048.9726241999429,1578.3046343128635,454.0466394871145,979.7602142168076,686.0473017088772,1541.3274874603096,1361.602064443384,1377.1664038357878,1378.351906522114,1569.1690500129835,834.0119153310204,1706.355805282428,1694.6965197412212,1725.6691978926158,1724.5752876917156,1703.513542608143,1705.129697540234,888.6433384437302,989.2657516326689,1376.3168999149837,1354.3441306104112,1259.8112349027392,1372.6600621545415,1238.9839891414367,1297.959879121853,1657.1375393598385,1422.7212258300428,1610.4116665941303,901.5332524511703,1395.8140858565878,1393.880437830562,1384.5875335179323,1385.5721161707727,1151.0695340123102
30,Kepler-1653 b,118.60244,0.2869,0.21983,5071.66667,532.33333,2.46167,5.35,2.17,1.043989557,290.8034534,140.2524,2462.4778,7.7,2598.2913036315026,1399.9097135680806,1497.1665132615012,3082.5904519684923,3253.8654296472846,2856.40059962391,2456.1591373363276,2094.7472674972823,2268.1103049659064,2087.6338289637433,2798.930428991076,2753.872070217582,2855.749633951076,1821.4803153024422,2953.031666270257,2754.039201115165,2998.4978262775467,2997.6286402690757,959.222406182222,461.1301822018001,2601.4025957750473,1907.7145478840353,366.67124742549305,1263.7764291935107,1200.8865490425133,577.3486945363638,1393.373197621757,1843.580670331717,1488.0638892629324,1771.1909885516727,0.0,1664.695923787936,2818.280036168679,2330.9016555162293,2300.7834344359076,1696.5595471868887,2104.8637217040746,2724.369712948399,3117.028222984206,2150.2041551726343,2626.0109149262667,2421.30008997802,3102.561972913975,2991.8849189454118,2999.3185806702545,2999.8248406407733,3111.2546884356066,2584.2004116541857,3214.47923410898,3209.2746871144595,3254.6779615944088,3254.453024018493,3233.4046077713638,3233.8122591886086,2427.7847588242785,2413.4943966351057,2480.291404665809,2976.072196175028,2899.2208594697463,2998.8103729990116,2898.591647547722,2912.1084110665593,3203.083397281956,3007.889495828797,3159.8623998473477,2655.1417840167287,2517.240881474566,2509.4183096896813,2491.105393748339,2498.5341900166873,2804.563337602387
31,Kepler-1410 b,60.86694,0.17508,0.21338,3994.59375,528.125,2.38875,3.82,1.78,1.074749569,292.9222362,60.866168,1196.99252,4.07,2207.5463719001036,522.3586296927311,1050.8565180924647,1434.2131423354438,1603.9228880460223,1215.3715561372169,1097.268246080988,703.9726503584415,669.2102975103271,431.5367141584211,1163.959681225197,1181.368050474194,1214.9512312009567,492.0300210175137,1295.335212581428,1182.1019978837207,1346.8415869111361,1344.1411747445168,1844.2826789466176,2104.4352422607767,4161.872899711017,1707.013659973024,1628.5150809763188,796.5163576618157,483.54488085545034,1405.9122092565221,852.2236309929787,252.67228718696526,988.255051568452,630.9924506256963,1664.695923787936,8.631674575031098e-05,1187.7487082075038,1097.2982043843547,805.5985184075806,397.29268401017106,444.92612833404365,1118.6908110839522,1460.774927719238,666.1674180003102,1111.1843024202553,933.2213617533666,1451.9221847908045,1361.216077113491,1367.234130370487,1365.9603639354239,1463.3788917195266,1232.192972214807,1570.9580144135637,1559.38304250518,1601.8916355902636,1602.0619562024206,1568.8272465836958,1570.2415165951097,1487.7483832323228,1612.804053012887,1996.0461252538912,1343.0633379151654,1277.3612076516968,1366.4478933924415,1286.7382281276862,1303.5196675253596,1552.0290946792384,1376.2735192793195,1508.4464793497361,1206.1764693537061,2021.5429446988344,2012.6636701572647,2001.600986352442,2009.8978167374678,1254.1397570821475
32,TOI-2257 b,35.1895,0.12285,0.1975,3438.0,243.5,2.215,5.45,2.194,0.744017123,253.7007172,35.189346,188.4891401,4.0,2393.813127187404,1520.0957059166408,1798.066349437938,367.4214362731687,596.6337680851035,309.13179758720963,933.4801040616203,953.657433252286,705.0607007301907,796.4501979817684,554.0703904808266,497.2976229334518,298.3323909996498,1084.843155226804,416.8857116642375,489.3294866129906,323.321233859022,359.246793900827,2816.738625161509,3250.60225659049,5324.1248083169785,2226.3449735617123,2805.157893271224,1749.2898522523355,1656.8441268966221,2490.2336622245043,1702.3440426246618,1048.2641612415423,1751.1206820802772,1259.855705816295,2818.2800361686786,1187.7487082075038,0.0,1072.65461396217,762.0502821346109,1212.851411744675,809.8193056338351,382.35895578887994,364.5399018778817,825.5382224847091,454.97293217031137,720.4561709423724,317.1526290966306,582.4154872561938,584.0228106277841,581.4083235329431,322.4541327259924,915.3196001558796,455.81750884565446,450.1903174289709,757.8296040703203,755.3069136597001,582.7698145612525,565.4451811147848,1524.75239505313,1766.8937428505226,2247.3553639941597,574.8185990954839,564.9955940419313,584.656579560688,580.377623981427,177.483665367751,709.1650232404311,191.75213122608506,681.4215324199048,851.2954690593795,2252.527407058808,2248.5603538566097,2247.527873881491,2250.3793299489353,371.1647302650126
33,K2-288 B b,31.39113,0.13235,0.141,4476.5,510.0,1.585,4.27,1.9,0.436829846,233.885661,31.393463,214.0033455,1.0,1424.9916403318139,996.9935714433217,975.2187585452838,1430.7623623232885,1648.5150205959364,1015.103924871646,261.79514856721215,418.7647743296832,781.566206247729,993.9008416326595,1088.0687739491473,728.1102176401824,1013.3514032927752,639.5669605621354,1414.8646806264896,726.5240719367844,1175.9096167540793,1177.74832006428,2047.663133889201,2689.864485602289,4931.659934680014,1228.5628446723306,2432.630129866174,1117.9311532061445,1329.9897533442866,1852.213149649091,967.4717425426976,931.9048428741243,917.8530501673533,607.1633391589519,2330.9016555162293,1097.2982043843547,1072.6546139621692,0.0,470.5832684320571,773.0014612463698,1068.4168940875036,804.0399713793007,1381.9128809214458,501.076755168854,689.0350341916576,439.6167288104548,1320.0875996095172,1150.185667138547,1178.2331679983802,1177.3945507773099,1356.6746233799713,281.1856748463962,1502.5566135565732,1492.8149100968358,1565.137873042295,1563.1384559385403,1522.754474615627,1521.2681139176004,524.1997448291723,728.7719257612187,1183.8848340390757,1155.367943194031,1060.4719324486186,1164.535138320167,1014.5341099310916,1030.886539497095,1489.5088479120868,1178.8004718987997,1446.7387534713196,536.4957209536689,1193.561769100396,1186.3486549053493,1184.1070790608192,1188.5940690958653,846.1082832256458
34,K2-332 b,17.70434,0.1007,0.193,4064.33333,618.0,2.16333,5.48,2.2,1.166542497,298.9858687,17.70632,401.8307151,4.0,1863.225777431245,911.8077555788415,1137.4988411800555,1093.853922647437,1297.257033026019,671.0025224360429,338.8657348272644,231.25205174417897,353.96527299363987,590.932298555037,685.1279382954135,467.57027291447116,672.7393116927758,515.0280111654642,1023.1225945489981,472.80061247294617,846.8624155385374,836.3887203424757,2196.6848303916304,2700.104307848509,4873.701116347777,1578.1000799065553,2333.799273308046,1134.0115004809486,1159.8530768694102,1895.251456331674,1048.5294262676705,597.1561263961894,1069.8088214017498,585.0668188117694,2300.7834344359076,805.5985184075806,762.0502821346109,470.5832684320571,0.0,605.7000891300165,648.7939460618212,482.7134238112632,1052.8396305713268,182.454314334965,550.0923553909323,134.32852284730404,1007.2993137357748,805.179380342194,834.0322088838362,829.2675631682157,1046.831104176838,473.18901601181847,1195.9357759909483,1175.871752468526,1190.9750548034444,1191.9890363456686,1165.5653813991487,1170.9356885582624,960.5352513001509,1123.1798263245396,1596.3220062251344,802.6720550657752,711.3305664814255,816.6942728905099,680.7360004174996,785.5549218053524,1122.7769797608382,900.7952038382833,1072.9466445243781,417.92737960302986,1612.3925506279982,1601.736002438046,1597.075548016034,1607.0231658222767,684.4262128665127
35,Kepler-155 c,52.66161,0.16014,0.21055,4300.53636,609.54545,2.35727,5.65,2.24,1.052856707,291.4189829,52.661793,957.2645984,2.9,1849.437854057617,320.63566835971324,741.3219246793748,1521.9306003285844,1716.8163305603186,1195.2022111757813,814.9106874685833,417.5314396076139,629.5039344157001,588.7408653606949,1159.4875823144134,1060.3426412926306,1195.38091104344,221.7900045884513,1411.197212283749,1062.137682579267,1355.3645326475473,1350.0152086022172,1680.5569633576436,2101.813208062327,4269.3156381190465,1358.4684275991813,1732.1529885218072,594.387824740117,572.8309355617085,1315.9995219876878,564.011193740205,329.30383476160284,659.085320102104,249.60825228156534,1696.5595471868887,397.29268401017106,1212.8514117446757,773.0014612463698,605.7000891300165,0.0,643.6612990289314,1042.1691731729857,1519.5119955083894,462.01367705704797,1008.9022658076044,730.583835138027,1491.2347672535998,1331.5112119569467,1347.4126202271066,1345.877217728981,1515.258908746664,960.5684120400562,1645.6386407332793,1632.0923696007176,1657.72944935303,1657.8989542438524,1635.748785707333,1638.794601147198,1123.0912602585277,1223.6115285190217,1600.942033448609,1320.3875769519855,1235.615921493202,1340.4829038474343,1224.484021450907,1283.4465424623882,1595.9475279988876,1389.607326353549,1548.256275031359,980.9799678527304,1627.3884567270886,1617.1395771905181,1606.2089707897455,1615.7187690960827,1177.8209915809998
36,Kepler-705 b,50.97823,0.15784,0.22078,3662.33333,550.0,2.47333,5.1,2.11,0.76563897,269.1110487,56.0560538,903.0639944,3.89,2360.7925476020287,892.1036560043786,1352.972545051852,1015.7488224674255,1173.659773693469,825.9806505983478,983.4412794729927,686.1361482354675,396.0604411537992,103.35984890750589,767.0706920164519,872.7366721568202,824.901637470034,650.5127317764965,860.2381419209149,873.193013585805,935.812845531378,933.114562724906,2255.497425188879,2545.724480096153,4570.205338536661,1959.5144603214744,2048.1614857659843,1167.5276481808964,918.2209095263601,1841.7533465115707,1189.4872268266845,349.9764825582498,1297.280256225862,821.2838616744408,2104.863721704075,444.9261283340457,809.8193056338351,1068.4168940875045,648.7939460618212,643.6612990289327,0.0,780.8613676033733,1037.8495687550876,572.7946928122876,869.3113491992827,750.2417186080849,1041.672127359294,966.6724113434342,966.3275993411603,965.0577347230563,1052.3410113407247,1100.712390808181,1155.9947448878775,1140.2950325890458,1167.4141960452605,1166.423513516122,1131.0981838265666,1132.2869681894003,1531.1223674495861,1691.4960445059685,2139.2696772770983,944.8980395046372,894.0925281111439,969.9278452186704,917.4674535481304,946.7662428726776,1119.7101532018855,989.8407205731423,1079.248143266199,998.4401734378247,2157.2708680046358,2150.5503938695797,2142.9773674689427,2148.7612617254244,957.465029227973
37,K2-18 b,32.94008,0.12904,0.2028,3680.7,527.6,2.274,8.92,2.37,1.264153833,302.7345052,32.939623,124.0260375,4.0,2170.139549521163,1355.4773226773423,1592.1272399073002,674.4429242621438,870.4505226885503,211.8073561707403,609.465122500211,707.700261346913,521.0219588081941,751.7931328792563,378.49186050186074,146.6925451683312,213.22948741378667,936.1231641090873,648.8463592834652,155.5576417447539,391.106422640469,378.33988200456,2653.4873601448867,3138.8082292489335,5270.922147590406,1994.1777309878696,2729.014274690302,1581.3114208695329,1551.0839233963218,2348.3905280310387,1512.5720033759533,921.1866904404824,1540.2081318779342,1048.9726241999429,2724.369712948399,1118.6908110839522,382.35895578887994,804.0399713793007,482.7134238112632,1042.1691731729857,780.8613676033733,0.0,605.4817243063436,605.9745230020316,414.7403305932416,410.69246101979587,551.6033096764213,416.2097700753369,447.4069305815009,439.76483492215476,601.2511022891914,626.8528414571449,756.4907435967941,730.6137955002414,783.9459929888204,785.5451620387055,721.6379719086833,726.1582894347855,1256.3635158318275,1458.4466226182062,1951.106790819243,418.7196259028265,351.50887696938406,426.2124719659496,323.9069422433608,375.59248199225493,718.8743029626011,460.42310864030424,671.8341798286262,479.3619431018768,1957.9188414034043,1951.9139860549394,1951.0465729972177,1956.6554564029316,389.86997361016853
38,LHS 1140 b,24.73713,0.09547,0.16217,3115.5,336.83333,1.81833,5.6,1.73,0.425225797,232.2361055,24.73723,48.87806432,5.0,2707.9556869595444,1825.4549778278165,2127.1126033231453,145.62612801340566,284.991187210462,415.842926783002,1209.39754533906,1262.790686296226,951.9609713065998,1044.599749480369,583.8063317129313,701.6329377207521,408.5741047963819,1416.319385457968,272.03498185324963,696.7874975568117,257.0341913445208,293.11766262683045,3151.499952194466,3555.0146914856573,5587.9917551462195,2560.7093128620804,3076.855718291159,2066.7135709360596,1938.1049717641392,2809.3968707639483,2029.7506290815038,1316.2241984421619,2082.3105096672225,1578.3046343128642,3117.028222984206,1460.774927719238,364.5399018778817,1381.912880921445,1052.8396305713268,1519.5119955083887,1037.8495687550876,605.4817243063436,0.0,1133.4652005946466,793.1056754504534,1005.2605265007311,127.10951240190103,533.8294111660417,517.5123908282493,515.1156959332781,102.64813766800253,1191.9361792915595,184.99150245745693,148.01051265845265,493.5240350877545,487.10310426921035,258.4071500519845,224.52272050847526,1822.601194666796,2048.9813899363853,2539.671832457688,525.2002074165413,577.5851538098252,528.4941106214569,615.5429592283369,409.43580934737304,467.0355244736716,255.6185482534946,465.1620031576474,1055.6081551268105,2541.9228474643837,2538.8329735628786,2539.022107921469,2540.803151701237,649.4701550867899
39,Kepler-296 f,58.03837,0.20713,0.1901,4106.9,568.0,2.129,3.89,1.8,0.439497508,229.2765211,63.33627,544.68052,4.2,1837.447244884419,765.1908562274671,1015.59196243159,1160.1101921541822,1366.9877361728459,781.421657637063,451.29813147921095,156.73783537871975,321.9907129157118,497.26801846012853,791.9929078913257,609.8541626158096,778.8089273677434,365.653517143461,1082.3983719302175,608.6573636665657,945.003979054309,945.4660672020614,2062.105012042685,2553.525156400615,4722.541210107442,1506.2706836710684,2182.2880370676085,986.6096412188299,1011.0550737837258,1752.757516850664,916.6014547183723,471.4052751138184,958.4042859180759,454.0466394871145,2150.2041551726343,666.1674180003102,825.538222484708,501.076755168854,182.454314334965,462.01367705704797,572.7946928122892,605.9745230020316,1133.4652005946466,0.0001220703125,600.2885866850012,299.0188368750482,1098.1621812045778,931.3304508852332,946.4416000499444,947.0098639277372,1126.9818495611107,579.8694867290083,1266.9228028528164,1253.79945135475,1295.6806810770152,1292.7494843013758,1260.724761103552,1259.9287090911482,969.6612616004935,1139.2616929031828,1599.8340435356401,923.4413958812783,831.8261949183391,942.8564392600766,814.4232313000524,864.6068128175154,1224.0130776988633,982.4981713276495,1180.0910646241532,573.4466222330144,1612.6188048482254,1608.3730927404458,1603.057207677767,1605.2920694195782,749.2768171162079
40,TOI-904 c,83.99965,0.20635,0.2025,3881.1,177.5,2.27,5.34,2.167,0.524433966,244.82075,83.9997,150.322365,1.5,1946.004411406203,1303.2029273437802,1461.7633319337974,813.6182026818624,1042.7022738495652,554.7554799794118,617.9725662855584,691.8055677302164,660.0656461828742,813.8538499736834,774.671655763916,441.6436765775532,545.7247926080919,834.2939334436279,859.6450783145157,429.3764710215204,668.4647757147882,693.0291672698713,2499.0246168048043,3034.719852770998,5187.477276465483,1813.6270211466112,2666.8505490390294,1483.8359955144574,1518.983200066212,2236.0634748297357,1402.1323660835994,963.4181861262413,1422.8654506695882,979.7602142168087,2626.010914926267,1111.1843024202553,454.97293217031137,689.035034191659,550.0923553909306,1008.9022658076053,869.3113491992827,414.7403305932416,793.1056754504534,600.2885866849997,0.0,484.0406404767352,725.0516194583125,811.7628850055083,824.7060963940604,825.9925703422489,742.889718672577,559.0443031200169,873.0543410137943,875.6136922776606,1129.9968929663244,1127.2541886382612,996.9902272099552,983.3921537846672,1104.6020478432076,1376.2910472156357,1841.1122008017805,812.6863445236503,749.7612028023843,821.5631720643385,728.656204857218,399.37676542978403,1065.6229292282005,556.7263335733949,1031.1463871289086,661.4385317150072,1842.9800222804295,1843.2210523893825,1842.9848426281665,1841.4956182601322,219.68107075027052
41,K2-9 b,18.44884,0.0974,0.2834,4057.4,596.0,3.176,5.69,2.25,1.448495717,315.6129575,18.4498,270.5891284,1.0,1841.5510045482488,1032.44388494502,1215.5269970441775,1056.390392319886,1261.6612707015681,614.2038264348728,261.816273120418,334.040143816884,437.47895860376866,695.1505654273533,661.4395221770438,370.62420794566606,616.5850360501034,624.0924470835486,1007.2813160701841,377.9014183684725,792.3256472624535,780.434646912157,2286.354836017726,2816.396973284193,4999.367451082431,1607.9130370912098,2461.225966026246,1240.2380919267841,1289.7619508836137,2004.500926768568,1143.9509130669294,725.6406414468235,1151.5181818717854,686.0473017088772,2421.30008997802,933.2213617533666,720.4561709423724,439.6167288104548,134.32852284730404,730.583835138027,750.2417186080849,410.69246101979587,1005.2605265007311,299.0188368750482,484.0406404767352,0.0,950.531410768084,750.0991281732091,784.1724105729187,778.3799893173932,994.5973149426713,370.509536650421,1147.3831615525683,1126.6063079122996,1151.58088291354,1153.5432477331324,1120.6396910719614,1126.6141650580146,924.5622213944552,1101.0872742827253,1582.662071752175,752.4207545497586,660.8988989602008,762.2884904668518,619.9076586134047,717.4864710603836,1083.3520923018598,839.2485316447267,1033.090867490927,319.1178988000924,1596.4172003155413,1585.9644283017471,1582.7842415525242,1592.9190711782494,606.2228758996833
42,Ross 128 b,9.8658,0.0496,0.226,3192.0,301.0,2.53,1.4,1.11,1.482444411,316.641714,9.8658,11.00626468,5.0,2634.9675143068307,1801.842556035849,2087.7948691413676,192.96867528157196,358.673101027701,374.9540455202271,1147.6040280138668,1219.5375588557542,942.5187715825549,1046.5300753335946,584.7244762604367,647.1502060256668,373.4834360200642,1378.562741829855,328.79681060941573,645.6516551104946,258.0435436940865,271.4632606719071,3115.908178397968,3537.3839574766075,5589.0230168140815,2502.0627406363355,3073.8218313860098,2039.362149452258,1927.6044183092856,2782.729727652211,1993.0627058398745,1304.1119662612296,2038.3857810347104,1541.327487460309,3102.5619729139753,1451.9221847908045,317.1526290966306,1320.0875996095165,1007.2993137357748,1491.2347672536002,1041.672127359294,551.6033096764213,127.10951240190103,1098.1621812045778,725.0516194583125,950.531410768084,6.103515625e-05,529.0862508623952,533.2464210002117,523.8604778548043,87.24732473064138,1122.4582254845625,234.7687984880479,190.5006198444124,547.9352374022752,552.3630437897281,324.55283209010196,314.75583005150327,1755.6976559794587,1984.8823969988402,2471.2255441499265,527.6940302313955,573.0390335125156,523.5445585455375,594.9512875158852,342.5061116985823,529.5568817180863,188.4891046465804,508.49937483321287,1004.1684267570239,2476.410803476696,2470.183805261204,2470.144567546805,2476.1659783471814,587.5999444822862
43,GJ 273 b,18.6498,0.0911,0.226,3382.0,794.0,2.53,2.89,1.51,1.064476589,291.6700195,18.6498,12.34846216,4.0,2504.351063196243,1633.9763146971056,1910.5574475420544,651.082971375803,751.7140558416161,289.86542491805176,919.9071814596865,1030.14628643132,745.0354616432104,965.1234038415901,210.28872798509698,450.56818444591585,297.55829470380934,1273.6664717168087,581.664663790036,460.3725361244311,319.36693590690334,264.70121674969795,2968.533000451002,3409.1501610988807,5496.900981416048,2329.2809738030332,2960.705522583542,1877.356019540186,1795.562859577948,2639.8631607092107,1825.9488488670531,1153.8936772275772,1860.7172650783175,1361.6020644433834,2991.8849189454118,1361.216077113491,582.4154872561938,1150.1856671385476,805.179380342194,1331.5112119569474,966.6724113434342,416.2097700753369,533.8294111660417,931.3304508852332,811.7628850055083,750.0991281732091,529.0862508623952,6.103515625e-05,105.35243032000422,61.54337858150174,589.5681785356376,955.452233174767,714.3081643528,668.0210846429237,429.75836258934453,431.44943051950315,487.63737764259577,511.10423660481115,1574.42218561903,1732.5077998464742,2231.327088955211,36.89279118587505,115.37109679911809,20.707613233851568,143.055621449731,593.2745520807123,362.2354737295531,563.8671578842726,312.308740333466,683.8565698374589,2235.7133116639798,2230.203668964972,2230.3659221749035,2235.297863891003,713.1722916369316
44,GJ 667 C e,62.24,0.213,0.226,3350.0,794.0,2.53,2.7,1.45,0.302223109,213.2921445,62.24,23.62661018,2.0,2524.9729118194505,1644.9573535820161,1921.273353703959,638.8500784202321,734.9314189224137,315.21967343752533,954.446945104224,1054.209906989968,741.8982768571678,960.6070862734299,234.7246102001716,485.1492924654245,312.56840231038495,1291.3984112186167,569.7212903271454,488.49355026623294,309.0135132134384,281.45160039505106,2978.7017655096006,3417.707959140561,5498.041222967361,2348.6155500818486,2962.9177630145623,1884.3046602627285,1802.2899428078179,2651.553744091018,1840.1837297252368,1161.0997691101752,1880.624473397782,1377.1664038357885,2999.318580670255,1367.234130370487,584.0228106277841,1178.2331679983795,834.0322088838362,1347.412620227106,966.3275993411603,447.4069305815009,517.5123908282493,946.4416000499444,824.7060963940604,784.1724105729187,533.2464210002117,105.35243032000422,0.0,48.67139860631101,582.4665278938844,989.450313751337,695.9330775932649,656.4575437699709,416.4041136952409,404.6256168468431,474.4345616770107,485.90934513429414,1596.9745052265691,1760.7052614232277,2264.2509098675228,82.60424244489683,130.81050246507434,113.98198351036052,195.266954898164,594.830658683715,328.2599640514875,561.9955028575911,301.9233084038805,720.0765962385418,2263.6356499441135,2263.6692340202294,2264.5534791642363,2262.932565579995,711.1900951290061
45,GJ 667 C f,39.026,0.156,0.226,3350.0,794.0,2.53,2.7,1.45,0.563567998,249.223383,39.026,23.62661018,2.0,2529.9455410095,1645.8236813008136,1926.1848484435689,634.6987301708084,729.8232164863813,303.14182944399164,950.9755949291468,1051.7158977745135,747.4043402447695,962.6781388657171,217.29396282118722,478.9077751724408,305.26952760477275,1289.714934442875,562.6350989536023,485.0222565121137,306.3948715925044,265.2039254311646,2982.6502345453505,3418.5410447046797,5499.143481190357,2352.3590668573365,2964.167679824413,1888.4625988715345,1802.1953427984374,2652.5087088858436,1842.047366679277,1160.5221434816845,1880.869238721558,1378.3519065221146,2999.8248406407733,1365.9603639354239,581.4083235329431,1177.3945507773092,829.2675631682157,1345.8772177289802,965.0577347230563,439.76483492215476,515.1156959332781,947.0098639277372,825.9925703422489,778.3799893173932,523.8604778548043,61.54337858150174,48.67139860631101,0.0,577.9721177460439,986.5119082393072,695.3216251616753,651.9871300403813,404.49614593241,398.91025421615666,465.18647954122156,482.9024833108388,1600.6877019342628,1761.938055588663,2263.2400387794637,39.651473401375554,124.25269448218384,67.50056647597255,178.68828722978589,595.5245362613063,325.3362794138103,560.0881113878785,287.02281502879606,716.2622282597024,2265.1532959004758,2262.4116079551995,2262.890020212133,2264.4955165378406,718.6465876746034
46,Wolf 1069 b,15.564,0.0672,0.226,3158.0,250.0,2.53,1.26,1.08,0.652020805,258.5180578,15.564,31.25686672,4.0,2666.6150964973704,1822.9070957064212,2112.715617421445,136.59890257545584,319.5169038408933,430.6969284432016,1194.55802600189,1253.5803863028696,968.7279750258973,1056.0820247150864,637.2470364088898,697.23808619401,424.34950055420063,1399.528992289152,321.90071345821065,692.0890392472046,296.710617317841,332.44172024667773,3134.5152321101828,3548.6192848734436,5589.512885458176,2532.6367248952765,3079.894891214176,2059.406696065772,1940.9907366990974,2799.295142849096,2017.1111807323246,1324.8294388055108,2066.2125602287783,1569.1690500129835,3111.2546884356066,1463.3788917195266,322.4541327259924,1356.6746233799713,1046.831104176838,1515.258908746664,1052.3410113407247,601.2511022891914,102.64813766800253,1126.9818495611107,742.889718672577,994.5973149426713,87.24732473064138,589.5681785356376,582.4665278938844,577.9721177460439,8.631674575031098e-05,1165.107349727489,160.43425904333856,136.43413263025087,584.1247552619332,581.8051583827124,344.99541786137553,317.4500613279882,1793.656397945624,2029.979326864324,2515.0234173200356,584.5389046779652,627.8640581307834,585.1682954035032,656.2068336529879,354.38728770204256,561.2217814186798,192.93279588309747,552.6898657580327,1058.4299451043019,2518.3047299941923,2513.9626824059656,2514.0931498529476,2517.4419007961874,601.6695069851014
47,Proxima Cen b,11.18582,0.06144,0.226,4293.5,509.5,2.53,1.07,1.03,0.678468236,261.0810337,11.1868,4.243909256,4.0,1587.4443484526262,1222.9240707245476,1247.0649648857304,1256.3803068382206,1466.7692462291654,830.6139233488824,205.94170965085635,552.7800307210312,781.5691149486058,1035.5326728924633,936.1116153887883,525.3328865370827,829.8798501069076,822.0009990371244,1264.0732964650017,525.0551264298716,981.6901619857889,981.0720085604955,2324.4162260728854,2953.514542105603,5183.134529236942,1478.2569271098832,2668.313227605132,1370.6698558679884,1531.8614952714192,2118.9847861717762,1232.8419117723388,1043.7790739178522,1192.0806660526716,834.0119153310204,2584.2004116541857,1232.192972214807,915.3196001558786,281.1856748463962,473.18901601181847,960.5684120400562,1100.712390808182,626.8528414571449,1191.9361792915604,579.8694867290083,559.0443031200152,370.509536650421,1122.4582254845616,955.452233174768,989.4503137513361,986.5119082393063,1165.107349727489,0.0,1312.3866638777922,1299.741519942568,1371.288688707457,1370.462289104921,1325.2033520914226,1325.1586635684089,673.2807941377293,884.7676071151653,1352.5656083916465,966.2361023955991,878.8420363318794,969.8726311313691,824.1413203830011,843.4708003504808,1297.9947639273455,986.7318098157375,1256.249921849406,366.3161160294219,1358.4229660616666,1349.893633940524,1350.4418726037525,1357.1666922671916,672.3619183669645
