,pl_name,pl_orbper,pl_orbsmax,pl_radj,st_teff,pl_eqt,pl_radius_earth,mass_me,radius_re,flux_se,tsurf_k,period_days,distance_ly,age_gy,distances_from_Earth,distances_from_Kepler-442 b,distances_from_Kepler-62 f,distances_from_TOI-715 b,distances_from_LP 890-9 c,distances_from_TOI-700 e,distances_from_K2-3 d,distances_from_Kepler-296 e,distances_from_Kepler-186 f,distances_from_Kepler-1229 b,distances_from_K2-72 e,distances_from_TRAPPIST-1 e,distances_from_TOI-700 d,distances_from_Kepler-1652 b,distances_from_Kepler-1649 c,distances_from_TRAPPIST-1 f,distances_from_TRAPPIST-1 g,distances_from_TRAPPIST-1 d,distances_from_Kepler-452 b,distances_from_Kepler-1606 b,distances_from_Kepler-1638 b,distances_from_Kepler-22 b,distances_from_Kepler-443 b,distances_from_Kepler-174 d,distances_from_Kepler-283 c,distances_from_Kepler-1701 b,distances_from_Kepler-1544 b,distances_from_Kepler-440 b,distances_from_Kepler-62 e,distances_from_Kepler-1540 b,distances_from_Kepler-1653 b,distances_from_Kepler-1410 b,distances_from_TOI-2257 b,distances_from_K2-288 B b,distances_from_K2-332 b,distances_from_Kepler-155 c,distances_from_Kepler-705 b,distances_from_K2-18 b,distances_from_LHS 1140 b,distances_from_Kepler-296 f,distances_from_TOI-904 c,distances_from_K2-9 b,distances_from_Ross 128 b,distances_from_GJ 273 b,distances_from_GJ 667 C e,distances_from_GJ 667 C f,distances_from_Wolf 1069 b,distances_from_Proxima Cen b,distances_from_GJ 1002 c,distances_from_GJ 1002 b,distances_from_GJ 1061 c,distances_from_GJ 1061 d,distances_from_Teegarden's Star b,distances_from_Teegarden's Star c,distances_from_HD 40307 g,distances_from_HD 216520 c,distances_from_HIP 38594 b,distances_from_GJ 180 c,distances_from_GJ 3293 d,distances_from_Wolf 1061 c,distances_from_GJ 367 d,distances_from_GJ 357 d,distances_from_GJ 682 b,distances_from_HN Lib b,distances_from_Ross 508 b,distances_from_GJ 667 C c,distances_from_GJ 229 A c,distances_from_GJ 433 d,distances_from_GJ 163 c,distances_from_GJ 180 d,distances_from_GJ 514 b
10,K2-72 e,24.16288,0.102,0.094,3428.735,794.0,1.055,2.21,1.29,1.303262133,306.6853932,24.158868,216.6722801,4.0,2467.7014007577536,1458.1606611391774,1773.6199522137201,667.9507237697198,788.3020120921078,287.9241760013666,866.9832186207572,898.5117266087342,571.8209378321684,771.4652593250028,0.0,447.61965930082135,296.76968766504297,1118.0950827313038,541.7294220099261,458.5057240818211,379.2144326482135,330.5699655094393,2811.2527555257666,3219.676757110777,5292.269292920669,2237.198016023792,2759.2332671159797,1711.7552772080473,1599.9421101913135,2462.9007400035107,1673.0613992325075,959.8828305009276,1720.8980541776316,1213.9140315023574,2798.930428991076,1163.959681225197,554.0703904808266,1088.0687739491473,685.1279382954135,1159.4875823144134,767.0706920164519,378.49186050186074,583.8063317129313,791.9929078913257,774.671655763916,661.4395221770438,584.7244762604367,210.28872798509698,234.7246102001716,217.29396282118722,637.2470364088898,936.1116153887883,767.493374407464,723.6250678956088,518.5167653332473,521.6282018830889,566.4033938277119,588.4455947651081,1537.8532800999017,1691.3152276192486,2189.641808540089,190.42721168512767,168.480587437116,211.87493542719713,208.83958607385665,615.0727805534468,457.4144385524994,602.7143566860432,401.00034197772254,666.0147524365921,2198.004087305537,2191.3870478101144,2189.677374139691,2195.9410869283724,717.9782352968597
11,TRAPPIST-1 e,6.95051,0.04333,0.1394,3773.8,576.6,1.562,0.692,0.92,0.646776017,257.9953508,6.101013,40.54082811,0.5,2092.8863082852286,1370.026228703866,1570.8687451359544,784.4210054956807,975.5125857533974,317.41116928817485,525.351849763137,691.3341581294984,575.1551813744941,835.6042257962348,447.61965930082135,0.0,317.08047565611633,952.1482999708595,772.6071558206702,35.705391278403106,469.758224344366,462.5100302857407,2646.3428454744994,3160.3340045573887,5314.935696602614,1938.121294593921,2771.7067781045644,1587.833105226092,1591.6958546468516,2358.162209553406,1504.1152086851828,975.9650806593584,1516.9770444959124,1041.6570099918977,2753.872070217582,1181.368050474194,497.2976229334518,728.1102176401824,467.57027291447116,1060.3426412926306,872.7366721568202,146.6925451683312,701.6329377207521,609.8541626158096,441.6436765775532,370.62420794566606,647.1502060256668,450.56818444591585,485.1492924654245,478.9077751724408,697.23808619401,525.3328865370827,849.5686592973954,826.0148194142603,851.230223574741,849.7356871677973,807.1392170958607,809.6882670130788,1170.7005365921802,1364.054033825625,1853.3732095801242,458.6369260848585,382.3819575520421,464.38935757126274,337.40316763468405,453.2024739980646,778.5773894386969,549.5261565254917,737.0157817686883,366.06456212307114,1858.5859859565765,1851.8298951165857,1851.8137803735715,1857.1635678987789,426.66402183035837
12,TOI-700 d,37.4246,0.14758,0.10575,3470.5,526.0,1.185,1.25,1.073,0.859826877,276.9392586,37.42396,101.5209473,1.5,2371.365936074526,1506.7915710711377,1777.255252763706,493.54659974781543,672.20458489362,32.68114440969053,818.466020828721,894.9910780824499,623.7632260657724,812.1116821826097,296.76968766504297,317.08047565611633,0.0,1100.2199620753947,466.5401122720262,318.4757573695441,188.8162423284771,175.55859105742385,2828.273843854668,3279.2442865482503,5375.817019615721,2199.2577139646805,2838.800358803604,1742.860517047592,1668.8961696023453,2505.321372144639,1689.6750116309795,1028.7099090878428,1729.1881972593092,1226.7562972546666,2855.749633951076,1214.9512312009567,298.3323909996498,1013.3514032927752,672.7393116927758,1195.38091104344,824.901637470034,213.22948741378667,408.5741047963819,778.8089273677434,545.7247926080919,616.5850360501034,373.4834360200642,297.55829470380934,312.56840231038495,305.26952760477275,424.34950055420063,829.8798501069076,575.1036304358714,543.5757186838337,592.1959579669781,591.4324116556667,511.79873960911533,514.3360329144456,1460.2542864546826,1663.2989716068323,2159.1307486817823,293.364743601404,272.12889838826146,302.8620122711256,282.7120293385781,321.08447579861354,528.7134455063284,329.144645190975,487.5470320781048,657.3433641676896,2163.668238945641,2159.460245377881,2159.078662181378,2162.525380924184,452.20218873416815
13,Kepler-1652 b,38.09725,0.14485,0.21217,4297.16667,435.83333,2.375,3.19,1.6,0.841257578,275.5229428,38.09722,821.91312,3.2,1765.030584186831,486.1632030414339,784.7093450826569,1415.0576470698338,1623.6634026867976,1101.3692475281462,710.2258738174968,330.6381088711216,602.2990908888175,583.2579933343087,1118.0950827313038,952.1482999708595,1100.2199620753947,0.0,1333.7814959935386,951.3474497862115,1259.6752215316435,1261.0550829594624,1759.3807565348395,2226.5393709524446,4403.508565087349,1337.8952678005855,1877.2560107701495,705.4381101298183,736.5772590745053,1429.4167606604678,638.0811372210019,422.99698048123963,703.9433787068166,272.21493494297175,1821.4803153024422,492.0300210175137,1084.843155226803,639.5669605621354,515.0280111654642,221.7900045884513,650.5127317764951,936.1231641090873,1416.3193854579688,365.653517143461,834.2939334436269,624.0924470835486,1378.5627418298543,1273.666471716808,1291.3984112186174,1289.7149344428756,1399.528992289152,822.0009990371244,1529.941042828553,1521.339538514319,1610.6749736879128,1610.3329975074462,1559.3775225526415,1558.1750792871364,1022.1007360100228,1174.909803734809,1562.91656430673,1264.7230035305492,1179.643749492915,1283.3481701480778,1164.3292968539993,1141.5049096476807,1546.7859712462205,1259.8214979002344,1500.2438254105425,905.2197843961413,1586.973088854246,1576.438740751337,1566.864584341023,1576.2125812827846,1020.1794823427703
14,Kepler-1649 c,19.53526,0.08877,0.18233,3070.66667,396.33333,2.04,1.2,1.06,1.226056845,302.7284049,19.53527,300.6874564,4.0,2771.154824041871,1706.6329962068194,2066.5354906163607,232.50916571099324,321.65093146227815,467.4419623661722,1243.1849469980823,1216.9919196694013,860.9651522209793,888.1202604568568,541.7294220099261,772.6071558206702,466.5401122720262,1333.7814959935379,0.0,772.266876992039,383.18938081606615,385.08423518100915,3054.784261134735,3396.751362818297,5386.154487958433,2556.7012120270288,2890.4127892924807,1962.7250712304992,1775.8535531922585,2679.609760877283,1946.2201032829703,1169.5296517944892,2016.5539181345803,1507.44456170997,2953.0316662702576,1295.335212581428,416.8857116642375,1414.86468062649,1023.1225945489981,1411.1972122837496,860.2381419209149,648.8463592834652,272.03498185324963,1082.3983719302175,859.6450783145157,1007.2813160701841,328.79681060941573,581.664663790036,569.7212903271454,562.6350989536023,321.90071345821065,1264.0732964650024,372.57707770171754,335.5744802578819,505.70425035267345,508.5118339588758,336.5945358712471,333.5572396132834,1881.0287275584053,2093.1129227824204,2584.351580242683,563.8901576261411,611.4732069303502,573.0943005378372,659.7255599208329,548.6936893679436,498.53165259097784,430.7157141378592,477.56013811259066,1106.9530593351387,2592.8087032145204,2586.640358269945,2584.531132433359,2590.3144275703494,765.4902342972655
15,TRAPPIST-1 f,9.43781,0.05072,0.1462,3773.8,563.8,1.636,1.039,1.045,0.373530611,224.9048458,9.20754,40.54082811,0.5,2090.7383768141744,1370.965250220594,1569.9654478806137,779.8122951596565,972.921929890016,322.2412386557325,531.3349889999182,693.7409201089151,574.557854930802,833.5725670797615,458.5057240818211,35.705391278403106,318.4757573695441,951.3474497862125,772.266876992039,0.0,465.0163162317058,465.596134253761,2646.007450164351,3161.0488463267425,5315.258693442298,1937.4554858434344,2772.2214245811047,1587.6104994449072,1592.7527855590947,2358.884397287023,1504.4870479355898,978.741315822896,1518.0778174159168,1042.5073026067425,2754.0392011151644,1182.1019978837207,489.3294866129906,726.5240719367831,472.8006124729442,1062.137682579268,873.193013585805,155.5576417447539,696.7874975568117,608.6573636665642,429.3764710215204,377.90141836847,645.6516551104946,460.3725361244311,488.49355026623294,485.0222565121137,692.0890392472046,525.0551264298698,842.1826609226097,821.496439219275,857.2659393448768,853.2649878496134,808.725142241821,807.7444532568182,1169.6958763827067,1367.0877865190878,1855.9439713141967,466.6915687144278,390.05383966054677,474.93738222266234,350.5910762172852,441.456201614838,781.058239326203,541.394453176424,743.5625185956983,376.7638434431596,1859.5385012272347,1854.1860621399273,1854.4173419453252,1857.7536777600637,410.26309661293027
16,TRAPPIST-1 g,11.85357,0.04641,0.1325,3314.25,496.0,1.4825,1.321,1.129,0.252320551,203.8981685,12.352446,40.54082811,0.5,2527.114239133696,1665.0551114923533,1947.562293626823,372.7884416535908,525.8630331680097,200.98814640766653,988.1992017346372,1066.530730408573,774.25841860255,930.5282103438697,379.2144326482135,469.758224344366,188.8162423284771,1259.6752215316442,383.18938081606615,465.0163162317058,0.0,102.53112394014995,2994.7561561731454,3427.9165321719524,5501.226697817594,2370.224128887575,2971.139403037976,1906.1437853307743,1809.64242050905,2663.536091923106,1857.7689033473698,1174.0889684909812,1900.3806272278919,1396.4396881584635,2998.497826277546,1346.8415869111361,323.321233859022,1175.9096167540783,846.8624155385374,1355.364532647548,935.812845531378,391.106422640469,257.0341913445208,945.003979054309,668.4647757147882,792.3256472624535,258.0435436940865,319.36693590690334,309.0135132134384,306.3948715925044,296.710617317841,981.690161985788,428.5240973769255,397.88941353990424,481.2360227018407,471.156238645827,360.0852395901325,346.9430845719471,1619.9260341465936,1827.5109033671035,2320.428284836654,311.0977085058931,342.5959428540587,320.8022903383315,376.3868337141544,342.0366667281217,414.1667289486529,269.7867895344716,397.0045113129232,812.124167336471,2322.43224670106,2318.933937825413,2319.2534188655695,2320.8324475624213,539.3044012495047
17,TRAPPIST-1 d,5.62599,0.02206,0.10875,3314.25,540.5,1.215,0.388,0.788,1.115770254,295.6742548,4.049219,40.54082811,0.5,2532.4080975567376,1661.4422951347617,1948.5329602008223,402.33886042062636,541.0986040891149,171.28898289317604,977.0009823507727,1060.382456875225,772.1641790698486,934.1816189269167,330.5699655094393,462.5100302857407,175.55859105742385,1261.055082959463,385.08423518100915,465.596134253761,102.53112394014995,0.0,2995.116591582635,3425.486014154476,5499.9468436343805,2371.239850475104,2968.974284614197,1905.5114943315457,1805.8301519819904,2661.0627658569388,1855.9125641471862,1165.6475039851791,1896.920602527824,1393.2114293033364,2997.6286402690753,1344.1411747445168,359.246793900827,1177.7483200642794,836.3887203424757,1350.0152086022165,933.114562724906,378.33988200456,293.11766262683045,945.4660672020614,693.0291672698713,780.434646912157,271.4632606719071,264.70121674969795,281.45160039505106,265.2039254311646,332.44172024667773,981.0720085604945,471.31821677490905,426.56052397888595,442.5533337111125,445.1647516825855,346.5194883598928,356.6657503557682,1621.1177379193275,1819.173036819944,2313.1577899943372,262.5664550115057,306.1372552228773,261.30011846539054,330.6259412922101,386.3105192558452,391.97860645239524,316.6631316572545,351.5489807971947,793.9307737602454,2318.7297429504206,2312.1514147819425,2311.9260227497684,2317.941470174283,576.347896286542
18,Kepler-452 b,322.42991,0.55522,0.182,5687.16667,514.5,2.03833,3.29,1.63,1.109012984,295.2294509,384.843,1799.490714,6.0,1820.9989424157845,1390.2429581182682,1095.7760725609205,3144.4922284150553,3349.3196932056594,2830.4566490270854,2221.5226431466353,1968.3193706707077,2263.119582716359,2203.5616317144486,2811.2527555257666,2646.3428454744994,2828.273843854668,1759.3807565348395,3054.7842611347346,2646.0074501643517,2994.756156173146,2995.1165915826355,0.0,979.033284296422,3182.0799526836527,1175.6783031976186,1266.5089298756352,1108.365593411496,1442.1635903024267,571.1772671282014,1150.4669453036502,1932.202324681641,1155.3326795762491,1614.885763388981,959.2224061822201,1844.2826789466176,2816.738625161509,2047.663133889201,2196.6848303916304,1680.5569633576436,2255.4974251888784,2653.4873601448867,3151.4999521944655,2062.105012042685,2499.024616804804,2286.354836017726,3115.9081783979677,2968.5330004510024,2978.7017655096,2982.650234545351,3134.5152321101828,2324.4162260728854,3258.1630006533887,3254.717173341146,3315.405834963863,3314.4123828933,3290.503465797344,3289.9297138472166,1934.3715765198963,1874.4454557072152,1813.8997124456664,2960.0231766994348,2864.920519245232,2978.98399047078,2846.1400617149375,2856.774821134101,3250.1300512087782,2987.765231332608,3204.2898952508904,2464.9061429727785,1835.3862723896518,1849.3481613894096,1834.120625411828,1820.9351764914875,2680.955457156872
19,Kepler-1606 b,173.1765,0.30346,0.21175,5442.75,607.75,2.37125,4.94,2.07,1.636042797,325.3675118,196.435224,2711.292428,4.27,2766.719861641513,1794.3108746641292,1795.8757786449569,3524.856617277053,3699.8231486528775,3279.660307678485,2826.3751680991936,2485.971756409139,2685.2313466421747,2525.1018451359114,3219.676757110777,3160.3340045573887,3279.2442865482503,2226.5393709524446,3396.751362818297,3161.048846326743,3427.9165321719524,3425.486014154476,979.033284296422,0.0,2282.454127337157,2088.106683699834,685.5510290393065,1618.9627133228676,1632.942960961232,843.2698515894323,1732.9989324282003,2268.6069117250236,1801.4298914215706,2148.618946665043,461.13018220179606,2104.4352422607767,3250.6022565904905,2689.864485602289,2700.104307848509,2101.813208062327,2545.7244800961525,3138.8082292489335,3555.014691485657,2553.525156400615,3034.719852770998,2816.396973284193,3537.3839574766075,3409.150161098881,3417.707959140561,3418.54104470468,3548.6192848734436,2953.514542105603,3655.886776830316,3650.1027273167674,3685.620524610464,3685.8308641943854,3670.727364996176,3672.2661502457336,2723.6826943373817,2676.2009438193995,2671.062330171798,3394.566762367353,3314.167767906086,3416.55850093644,3309.9718441360114,3336.7265132350885,3632.7647522462958,3438.652627979962,3588.2398994411974,3034.242133746621,2707.5299482178652,2701.973208756067,2683.4176644229315,2689.2258106265854,3215.9299791397334
20,Kepler-1638 b,228.21562,0.36368,0.216,5716.875,625.5,2.41875,4.16,1.87,1.385758192,312.1385328,259.33683,4975.575011,4.37,4992.789369859371,3979.5246712703065,4062.4822243592967,5534.900574932871,5672.000214509015,5376.327654959798,5049.288730144258,4679.045088086556,4793.256168842486,4572.265140465371,5292.269292920669,5314.935696602614,5375.817019615721,4403.508565087349,5386.154487958433,5315.258693442298,5501.226697817594,5499.9468436343805,3182.0799526836527,2282.454127337157,0.0,4345.196421932525,2545.5062077456955,3846.4659587741885,3724.589398881956,3116.039176339564,3985.621545876016,4359.92495961825,4071.1599018985935,4362.849610454371,2601.4025957750464,4161.872899711017,5324.1248083169785,4931.659934680014,4873.701116347777,4269.3156381190465,4570.205338536661,5270.922147590406,5587.9917551462195,4722.541210107442,5187.477276465483,4999.367451082431,5589.0230168140815,5496.900981416048,5498.041222967361,5499.143481190357,5589.512885458176,5183.134529236942,5670.849316285571,5667.324216923386,5693.645909596554,5693.502133738944,5683.843239958253,5684.640761690297,5000.468772018658,4954.553109825242,4928.416378938732,5477.260811839044,5411.18855214589,5501.575289882007,5420.894217300672,5439.329859374294,5653.750689194321,5515.005262545137,5615.341464875955,5231.81150834388,4964.533171970344,4958.791101042185,4939.928898910858,4945.6586758238855,5355.312511985687
21,Kepler-22 b,258.80718,0.50153,0.21244,5577.33333,499.0,2.38,9.1,2.1,1.411057471,275.4180766,289.863876,634.8365615,7.0,721.1572627126943,1251.0087066130116,699.1250974932155,2590.1579475117337,2812.8179002972715,2201.6841972515635,1433.8738067689742,1383.9668909259508,1782.7140346049268,1882.3486609783697,2237.198016023792,1938.121294593921,2199.2577139646805,1337.8952678005855,2556.7012120270283,1937.4554858434349,2370.2241288875753,2371.2398504751045,1175.6783031976202,2088.106683699834,4345.1964219325255,0.0,2151.9584484017646,1047.6401534760876,1563.5590525504879,1337.7955079634578,899.6514258218406,1660.5314614719716,757.9246728825477,1147.740546399747,1907.7145478840353,1707.013659973024,2226.344973561713,1228.5628446723306,1578.1000799065553,1358.4684275991813,1959.514460321474,1994.1777309878696,2560.70931286208,1506.2706836710684,1813.6270211466106,1607.9130370912098,2502.062740636335,2329.2809738030337,2348.615550081848,2352.359066857337,2532.6367248952765,1478.2569271098832,2671.487372436472,2667.3360036110985,2739.915923926656,2738.6189073361206,2708.890582885014,2707.8539333522285,898.6681503536846,817.4623369943812,716.7705076200482,2331.426529283181,2229.7773272521526,2342.818388441433,2189.1813368206135,2199.051515373504,2665.4815343939563,2353.1433241350287,2620.4604967880286,1693.5213580963537,719.0290103739986,754.255724286807,745.6739988489247,710.829449233958,1980.5506107297667
22,Kepler-443 b,156.75614,0.26629,0.2185,4767.5,655.375,2.44625,6.04,2.33,0.890088335,278.8004209,177.6693,2616.655003,3.2,2847.2911302728935,1451.4944914194984,1655.6946207341043,3037.781764864075,3190.507163191312,2839.507759934549,2527.0831594539636,2146.1322568632854,2249.784822018801,2043.0296936206882,2759.2332671159797,2771.7067781045644,2838.800358803604,1877.2560107701495,2890.4127892924803,2772.221424581105,2971.1394030379765,2968.9742846141976,1266.5089298756352,685.5510290393065,2545.5062077456955,2151.9584484017646,0.0,1366.2228262084745,1180.7697925280536,835.1612599826668,1526.2380110341446,1817.3806105152207,1648.9084940568528,1843.87584757806,366.67124742549305,1628.5150809763188,2805.1578932712246,2432.630129866174,2333.799273308046,1732.1529885218072,2048.161485765984,2729.014274690302,3076.8557182911595,2182.2880370676085,2666.850549039029,2461.225966026246,3073.8218313860093,2960.7055225835416,2962.917763014562,2964.167679824413,3079.894891214176,2668.313227605132,3174.3608529963667,3167.656905556009,3185.7115206654694,3185.0903670351468,3175.497247692024,3176.802590759675,2582.315063888561,2578.8074385923546,2702.3643548730934,2941.961758968587,2872.1164683957563,2966.208042804128,2879.8401106675624,2915.1324081116704,3139.4110545983285,2995.3326723373534,3099.017242125983,2697.1701120279895,2736.4790732767005,2731.3405364054374,2713.748537924702,2718.476612607482,2830.4811613223033
23,Kepler-174 d,223.6538,0.32419,0.2217,4743.2,615.9,2.484,5.43,2.19,0.587249509,251.8437554,247.35373,1254.908041,4.9,1676.6439376347312,317.2881272681688,365.87106334068045,2066.180461502846,2264.423484982114,1745.378970545515,1236.3092614485147,914.9084719968225,1158.6531831628365,1110.0097237435298,1711.7552772080473,1587.833105226092,1742.860517047592,705.4381101298183,1962.7250712304997,1587.6104994449076,1906.1437853307748,1905.511494331545,1108.365593411496,1618.9627133228676,3846.4659587741885,1047.6401534760876,1366.2228262084745,0.0,540.562332029409,802.0967215111338,214.54233613051267,836.3463956817528,390.4853815664494,558.3171199896336,1263.7764291935107,796.5163576618157,1749.2898522523349,1117.9311532061445,1134.0115004809486,594.387824740117,1167.5276481808955,1581.3114208695329,2066.713570936059,986.6096412188299,1483.8359955144567,1240.2380919267841,2039.3621494522586,1877.3560195401856,1884.304660262729,1888.462598871534,2059.406696065772,1370.6698558679884,2184.8591248337675,2177.365454388032,2211.3031097843004,2209.236304436147,2192.305358116731,2192.2938078033194,1229.069678383991,1263.4278947871746,1511.163499615501,1866.2883513732463,1774.0674739674946,1887.3246306487604,1762.0790163873085,1803.871446463945,2145.7905733146026,1923.3299949857428,2101.4598350506853,1447.083722104279,1530.1115600046555,1539.2923406765424,1526.759024608717,1516.9023552941346,1654.1381879719663
24,Kepler-283 c,76.26879,0.19861,0.4789,4329.1,636.6,5.367,3.97,1.82,0.894316497,279.768189,92.743711,1526.716667,3.09,2175.698205905277,374.6015543796617,885.8277052305525,1915.9964140678878,2086.1319306111486,1669.2141808324511,1385.5749250195697,988.9058562155232,1080.7731544900641,899.8975956108254,1599.9421101913135,1591.6958546468516,1668.8961696023453,736.5772590745053,1775.853553192259,1592.7527855590954,1809.6424205090495,1805.83015198199,1442.163590302428,1632.942960961231,3724.5893988819566,1563.5590525504879,1180.7697925280536,540.562332029409,0.0,957.0976154793858,669.6522612946391,647.6601614193495,831.0462363698309,742.979699997087,1200.8865490425133,483.54488085545034,1656.8441268966228,1329.9897533442866,1159.8530768694102,572.8309355617085,918.2209095263592,1551.0839233963218,1938.1049717641397,1011.0550737837258,1518.9832000662113,1289.7619508836137,1927.604418309286,1795.5628595779485,1802.2899428078174,1802.195342798437,1940.9907366990974,1531.8614952714192,2050.980440276721,2040.133370116013,2055.7422642217616,2055.3200243087545,2041.0753364724073,2043.353931876764,1606.876949982535,1665.6845845046937,1956.9800777254814,1778.6726505292784,1705.1266734905685,1802.04264119848,1708.7154304710346,1759.3051785152054,2003.055001517395,1844.433343772755,1959.5037789726914,1536.2425354610427,1987.5058863083523,1979.1545650181602,1964.9198638591392,1972.5140108136807,1678.914959746587
25,Kepler-1701 b,169.13431,0.28636,0.2204,5197.8,586.6,2.468,5.57,2.222,1.417046136,313.8856913,169.134,1905.214182,4.0,2038.1488307937936,1007.6607953676736,960.7300080479615,2792.7758116232126,2983.664939818555,2505.940815283306,1995.4433123249416,1673.2696023313722,1919.448932456051,1805.7884970315972,2462.9007400035107,2358.162209553406,2505.321372144639,1429.4167606604678,2679.6097608772825,2358.8843972870236,2663.5360919231066,2661.062765856939,571.1772671282046,843.2698515894344,3116.0391763395646,1337.7955079634578,835.1612599826668,802.0967215111338,957.0976154793858,0.0,894.303647559132,1532.5637632806345,960.0522972288211,1327.5933271426773,577.3486945363638,1405.9122092565221,2490.2336622245043,1852.213149649091,1895.251456331674,1315.9995219876878,1841.7533465115703,2348.3905280310387,2809.396870763948,1752.757516850664,2236.0634748297352,2004.500926768568,2782.7297276522104,2639.8631607092107,2651.5537440910175,2652.508708885844,2799.295142849096,2118.9847861717762,2917.9735010376376,2911.1817243850546,2952.845145649288,2952.926426660474,2933.7620120743945,2935.230105807318,1887.2034283312053,1855.6536683179158,1910.564317567087,2628.1185189183666,2541.3781722566678,2648.652726426869,2530.1679677506286,2558.68057147558,2893.9091126535122,2672.630499939134,2847.535026639777,2215.065495406972,1945.539778713229,1941.2756904547518,1923.5724789062692,1928.044264374928,2420.5142063646604
26,Kepler-1544 b,149.00415,0.26644,0.19987,4826.25,592.0,2.2375,3.82,1.78,0.84302642,275.6676585,168.811174,1092.91614,2.34,1516.3711392861392,360.1506042480559,239.56647527052235,2035.9990040869898,2242.4089605864306,1691.1025198323052,1109.6281877374672,819.7621309040812,1137.3641570980465,1127.448688043452,1673.0613992325075,1504.1152086851828,1689.6750116309795,638.0811372210019,1946.2201032829698,1504.4870479355905,1857.7689033473705,1855.912564147187,1150.4669453036502,1732.9989324282003,3985.621545876016,899.6514258218406,1526.2380110341446,214.54233613051267,669.6522612946391,894.303647559132,8.631674575031098e-05,860.0089113224603,185.69746373402518,466.6640030933491,1393.373197621757,852.2236309929787,1702.3440426246625,967.4717425426976,1048.5294262676705,564.011193740205,1189.4872268266836,1512.5720033759533,2029.7506290815033,916.6014547183723,1402.1323660835988,1143.9509130669294,1993.062705839874,1825.9488488670536,1840.1837297252364,1842.0473666792766,2017.1111807323246,1232.8419117723388,2149.295124615922,2140.829217409261,2183.1334794541253,2182.1833548025534,2160.521454778047,2161.388449809201,1058.0389913786664,1085.2079906381218,1322.7861314104985,1818.2047098620624,1723.7442361914148,1836.7474982346769,1703.4770035961994,1742.4558159424016,2115.9936936194763,1870.3424457837014,2069.3871595781275,1340.6454953588905,1348.0500986474667,1348.9118160376702,1335.5845696288252,1334.1080542456193,1582.9718771388507
27,Kepler-440 b,89.76666,0.17929,0.20175,3980.75,649.25,2.26,4.12,1.86,1.435637854,307.8069312,101.11141,981.8274068,1.3,2120.283544666486,558.688589257775,1029.8794049853673,1310.5375759371364,1484.8543943471307,1028.5535432958382,892.4653521764843,520.1013713443549,447.1453638763318,313.2197437200739,959.8828305009276,975.9650806593584,1028.7099090878428,422.99698048123963,1169.5296517944892,978.741315822896,1174.0889684909812,1165.6475039851791,1932.202324681641,2268.6069117250236,4359.92495961825,1660.5314614719716,1817.3806105152207,836.3463956817528,647.6601614193495,1532.5637632806345,860.0089113224603,8.631674575031098e-05,974.1357677276707,525.4245410515246,1843.580670331717,252.67228718696526,1048.2641612415423,931.9048428741243,597.1561263961894,329.30383476160284,349.97648255824714,921.1866904404824,1316.2241984421619,471.4052751138184,963.4181861262413,725.6406414468235,1304.1119662612296,1153.8936772275772,1161.0997691101752,1160.5221434816845,1324.8294388055108,1043.7790739178522,1445.1759446329725,1428.3828970396771,1426.075735170892,1426.6268413546295,1411.705088206996,1416.6264374049872,1337.4520466102983,1459.5586325653599,1880.9175509291604,1137.2638045628507,1064.2765219659113,1160.0607907522551,1069.4438578143297,1151.0636138397747,1371.754845719675,1228.7747536874558,1325.3554713670776,977.8913406026043,1901.9201276330145,1896.3439521009886,1887.1444793080884,1892.5918950238843,1093.4802512447995
28,Kepler-62 e,102.01729,0.24759,0.19418,4952.81818,601.54545,2.17455,36.0,1.61,1.151182688,297.9967884,122.3874,981.3186034,7.0,1376.085978438149,509.79422375153837,212.52323352434564,2095.5406129037938,2306.332310093818,1729.6595415243432,1080.9784283458425,841.1656107094341,1209.811862324867,1233.6594637015362,1720.8980541776316,1516.9770444959124,1729.1881972593092,703.9433787068166,2016.5539181345798,1518.0778174159175,1900.3806272278923,1896.9206025278245,1155.3326795762507,1801.4298914215717,4071.159901898594,757.9246728825477,1648.9084940568528,390.4853815664494,831.0462363698309,960.0522972288211,185.69746373402518,974.1357677276707,0.0,518.1862918130566,1488.0638892629324,988.255051568452,1751.1206820802777,917.8530501673533,1069.8088214017498,659.085320102104,1297.2802562258614,1540.2081318779342,2082.310509667223,958.4042859180759,1422.8654506695875,1151.5181818717854,2038.38578103471,1860.717265078318,1880.6244733977815,1880.8692387215585,2066.2125602287783,1192.0806660526716,2203.4455301379107,2193.952340086391,2236.008678418141,2235.9860237355615,2214.269279977482,2216.263041491025,952.3315779036388,951.8505404596773,1153.4464649635058,1855.9517307358042,1759.8751595938634,1872.1744674244937,1732.3940172194177,1777.0484028401606,2167.7674619449585,1911.2824948811306,2119.592912203881,1325.6442212673467,1184.9806479749386,1179.0654626456424,1164.5700102234305,1170.2240431536347,1608.49624371855
